Geographic Area,City,percent_completed_hs,poverty_rate
MO,Norwood Court town,87.8,24.7
MO,Novelty village,92.1,34.8
MO,Novinger city,75.9,22.4
MO,Oak Grove city,91.5,6.8
MO,Oak Grove Village village,66.9,32.3
MO,Oakland city,93.4,1.7
MO,Oak Ridge town,86.5,15.3
MO,Oaks village,90.6,21.1
MO,Oakview village,93,9.6
MO,Oakville CDP,96,4.4
MO,Oakwood village,94.6,11.8
MO,Oakwood Park village,93.8,8.6
MO,Odessa city,94.9,11.7
MO,O'Fallon city,94.1,4.6
MO,Old Appleton town,94.1,0
MO,Old Jamestown CDP,93.9,7.7
MO,Old Monroe city,84.8,29.2
MO,Olean town,88.9,24.2
MO,Olivette city,93.9,4.1
MO,Olympian Village city,78.6,28
MO,Oran city,82.6,15.2
MO,Oregon city,94.2,8.2
MO,Oronogo city,89.4,11
MO,Orrick city,92.5,6.9
MO,Osage Beach city,89.6,23.9
MO,Osborn city,86.1,5.8
MO,Osceola city,75.9,27.4
MO,Osgood village,100,0
MO,Otterville city,89.2,17.2
MO,Overland city,84.9,18.4
MO,Owensville city,78.8,24
MO,Oxly CDP,91.6,45.1
MO,Ozark city,89.2,12.6
MO,Ozora CDP,51.3,8.2
MO,Pacific city,86.1,19.3
MO,Pagedale city,79.8,27
MO,Palmyra city,84,17.1
MO,Paris city,89.9,26.1
MO,Parkdale village,88,4.1
MO,Park Hills city,81.5,30.1
MO,Parkville city,95.8,11.5
MO,Parkway village,76,12.4
MO,Parma city,54.3,40.5
MO,Parnell city,87.7,20.4
MO,Pasadena Hills city,97.9,8.4
MO,Pasadena Park village,100,4.4
MO,Pascola village,75.8,65.8
MO,Passaic town,88.9,18.4
MO,Pattonsburg city,80.2,15.9
MO,Paynesville village,70,41.4
MO,Peaceful Village village,0,0
MO,Peculiar city,89.5,13.4
MO,Pendleton village,58.8,8.7
MO,Penermon village,68.1,66.3
MO,Perry city,80,11.7
MO,Perryville city,86.7,11.9
MO,Pevely city,89.1,25
MO,Phelps City CDP,-,-
MO,Phillipsburg village,79.8,15
MO,Pickering town,89.2,9.9
MO,Piedmont city,71,32.9
MO,Pierce City city,81.2,24.3
MO,Pierpont village,100,1.1
MO,Pilot Grove city,87,17.8
MO,Pilot Knob city,70.5,17.6
MO,Pine Lawn city,78.2,37.6
MO,Pineville city,85.3,15.2
MO,Pinhook village,66.7,0
MO,Plato village,92.2,5.3
MO,Platte City city,94.3,14.1
MO,Platte Woods city,97.9,4.1
MO,Plattsburg city,85.4,12.6
MO,Pleasant Hill city,91.9,12.5
MO,Pleasant Hope city,91.4,23.3
MO,Pleasant Valley city,89.4,12.2
MO,Plevna CDP,100,60
MO,Pocahontas town,90.8,34.7
MO,Pollock village,68.4,40
MO,Polo city,85.6,24.9
MO,Pomona CDP,55.8,5.9
MO,Pontiac CDP,79.7,47.8
MO,Poplar Bluff city,80.5,27.7
MO,Portage Des Sioux city,84.6,21.3
MO,Portageville city,73.9,23.8
MO,Potosi city,67.4,30.5
MO,Powersville village,77.3,6.3
MO,Prairie Home city,87.5,21.6
MO,Prathersville village,87.8,11.7
MO,Preston village,83.9,39.9
MO,Princeton city,90.1,13.4
MO,Purcell city,86.9,22.4
MO,Purdin city,69.6,55.7
MO,Purdy city,69,16.1
MO,Puxico city,84.1,21
MO,Queen City city,80.6,23.5
MO,Quitman town,65.5,37.8
MO,Qulin city,68.3,37.9
MO,Randolph village,76.5,10.7
MO,Ravanna CDP,93.2,11.4
MO,Ravenwood town,92.7,20.2
MO,Raymondville town,78.3,22.7
MO,Raymore city,96.5,3.9
MO,Raytown city,91.8,13.9
MO,Rayville CDP,73.4,21.9
MO,Rea city,88.4,20.8
MO,Redings Mill village,89.6,11.7
MO,Reeds town,86.3,23.9
MO,Reeds Spring city,88.2,24.1
MO,Renick village,97,19.2
MO,Rensselaer village,87.4,24
MO,Republic city,93.2,15.8
MO,Revere town,85.5,13.3
MO,Rhineland town,94,23.1
MO,Richards town,97.1,42.6
MO,Rich Hill city,75.8,28.1
MO,Richland city,85.7,30.3
MO,Richmond city,86.8,23.7
MO,Richmond Heights city,97.4,8.3
MO,Ridgely village,97,2.8
MO,Ridgeway city,81.5,36.4
MO,Risco city,87.7,19.3
MO,Ritchey town,85.7,20.5
MO,River Bend village,100,0
MO,Riverside city,88.1,19.6
MO,Riverview village,84.3,22.1
MO,Riverview Estates village,96.3,5
MO,Rives town,82.6,1.8
MO,Rocheport city,93,7.5
MO,Rockaway Beach city,85.7,34.1
MO,Rock Hill city,97.2,8.1
MO,Rock Port city,89.9,10.7
MO,Rockville city,76.1,30.9
MO,Rogersville city,92.2,13.2
MO,Rolla city,87.6,24.4
MO,Roscoe village,84.6,40.5
MO,Rosebud city,75.1,9.3
MO,Rosendale city,76.8,42.6
MO,Rothville village,92.5,42.7
MO,Rush Hill village,75,6.8
MO,Rushville town,86.2,17.5
MO,Russellville city,92.2,19.5
MO,Rutledge town,63.6,13.9
MO,Saddlebrooke village,92.7,3.2
MO,Saginaw village,93.2,23.8
MO,St. Ann city,86.4,16.4
MO,St. Charles city,92,10.9
MO,St. Clair city,77.4,15.9
MO,St. Clement CDP,61.6,6.5
MO,St. Cloud village,83.3,0
MO,Ste. Genevieve city,89,26.6
MO,St. Elizabeth village,95.6,4.9
MO,St. Francisville CDP,76.9,7.8
MO,St. James city,81.3,19.2
MO,St. John city,85.7,9.5
MO,St. Joseph city,86.4,19.9
MO,St. Louis city,84.1,27.1
MO,St. Martins city,92.3,12.7
MO,St. Mary city,82.5,21.6
MO,St. Paul city,96.1,5.6
MO,St. Peters city,94.3,3.8
MO,St. Robert city,86.8,22.7
MO,St. Thomas town,90.3,7.2
MO,Salem city,69.2,33.3
MO,Salisbury city,87.5,25.8
MO,Sappington CDP,94.9,5.3
MO,Sarcoxie city,90.3,18.3
MO,Savannah city,91.2,11
MO,Schell City city,82.8,41.4
MO,Scotsdale town,93.9,1.8
MO,Scott City city,82.2,25.3
MO,Sedalia city,80.7,23.9
MO,Sedgewickville village,86.7,15.3
MO,Seligman city,71.1,31.9
MO,Senath city,64.8,35
MO,Seneca city,85.3,18.8
MO,Seymour city,78.1,25
MO,Shelbina city,90.6,21.2
MO,Shelbyville city,93.4,10.4
MO,Sheldon city,78.6,19
MO,Shell Knob CDP,88.9,4.5
MO,Sheridan town,89.1,27.8
MO,Shoal Creek Drive village,89.5,8.6
MO,Shoal Creek Estates village,98.9,7.1
MO,Shrewsbury city,95,9.5
MO,Sibley village,84.8,10.1
MO,Sikeston city,83.7,21.3
MO,Silex village,65.2,71.8
MO,Skidmore city,88.4,37.5
MO,Slater city,85.1,17.7
MO,Smithton city,83.2,21.2
MO,Smithville city,94.5,5.3
MO,South Fork CDP,100,0
MO,South Gifford village,73.5,32.7
MO,South Gorin town,49.3,33.3
MO,South Greenfield village,70.5,59.1
MO,South Lineville town,83.3,12
MO,Southwest City town,53.3,35.1
MO,Spanish Lake CDP,89.9,23.5
MO,Sparta city,85.2,19.2
MO,Spickard city,72.7,44.6
MO,Spokane CDP,81,0
MO,Springfield city,88.3,25.7
MO,Stanberry city,86.8,14.4
MO,Stark City town,62.8,25.4
MO,Steele city,79.7,31.4
MO,Steelville city,73.8,29.7
MO,Stella town,66.7,31.5
MO,Stewartsville city,88,3.5
MO,Stockton city,84.6,23.7
MO,Stotesbury town,85.7,0
MO,Stotts City city,82.9,38.2
MO,Stoutland city,92.5,11.1
MO,Stoutsville village,86.1,20.8
MO,Stover city,76.9,30
MO,Strafford city,89.1,9
MO,Strasburg city,79.6,13.3
MO,Sturgeon city,87.5,8.6
MO,Sugar Creek city,88.2,15.5
MO,Sullivan city,79.3,19
MO,Summersville city,86.7,20
MO,Sumner town,95.2,35.8
MO,Sundown CDP,70.4,0
MO,Sunrise Beach village,85.1,14.5
MO,Sunset Hills city,98,4.9
MO,Sweet Springs city,80.1,14.6
MO,Sycamore Hills village,95.4,13.4
MO,Syracuse city,76.5,21.3
MO,Tallapoosa city,79.8,40.1
MO,Taneyville village,73.6,22.6
MO,Taos city,90,1.8
MO,Tarkio city,86,20.5
MO,Tarrants village,-,-
MO,Terre du Lac CDP,91.3,7.1
MO,Thayer city,80.5,28
MO,Theodosia village,83.4,29.4
MO,Thomasville CDP,68.4,0
MO,Three Creeks village,100,0
MO,Tightwad village,94,6.5
MO,Tina village,76.3,9.7
MO,Tindall town,80.5,0
MO,Tipton city,79.4,14.3
MO,Town and Country city,97.8,3
MO,Tracy city,89.3,8.4
MO,Trenton city,86.4,23.1
MO,Trimble city,88.8,18
MO,Triplett city,93.8,22.2
MO,Troy city,89.3,14.6
MO,Truesdale city,73.5,33.1
MO,Truxton village,60,56.7
MO,Turney village,89.2,23.4
MO,Tuscumbia town,77.3,15.1
MO,Twin Oaks village,96.4,5.7
MO,Umber View Heights village,100,0
MO,Union city,87.2,10.8
MO,Union Star town,87.2,14.6
MO,Unionville city,86,28.3
MO,Unity Village village,100,22.4
MO,University City city,93.1,17.6
MO,Uplands Park village,84.9,20.6
MO,Urbana city,85.5,36.9
MO,Urich city,91.7,15.9
MO,Utica village,90.7,15.4
MO,Valley Park city,87.1,11.2
MO,Van Buren town,84.4,11.3
MO,Vandalia city,76.7,22.5
MO,Vandiver village,88.5,2.1
MO,Vanduser village,64.9,24.2
MO,Velda City city,80.1,17
MO,Velda Village Hills village,83.7,29.7
MO,Verona town,66.7,22.4
MO,Versailles city,71.6,31.8
MO,Viburnum city,80.1,18.6
MO,Vienna city,81.9,6.7
MO,Village of Four Seasons village,96.5,10.4
MO,Villa Ridge CDP,89.3,25.8
MO,Vinita Park city,78.8,32
MO,Vinita Terrace village,93.5,18.2
MO,Vista village,96.8,14.6
MO,Waco city,94.3,10.2
MO,Walker city,76.8,26.4
MO,Walnut Grove city,81.3,24.1
MO,Wardell town,80.5,23.2
MO,Wardsville village,96,5.4
MO,Warrensburg city,92.6,25.3
MO,Warrenton city,81.1,24.5
MO,Warsaw city,86.1,27.4
MO,Warson Woods city,99.4,1.4
MO,Washburn city,69.6,20.8
MO,Washington city,88.1,11.4
MO,Wasola CDP,27.8,72.2
MO,Watson village,84.4,13
MO,Waverly city,84.1,12.1
MO,Wayland city,71.3,20.3
MO,Waynesville city,98.8,13.3
MO,Weatherby town,79.6,54.5
MO,Weatherby Lake city,96.8,3.9
MO,Weaubleau city,75.3,42.8
MO,Webb City city,90.1,15.5
MO,Webster Groves city,97.6,4.1
MO,Weingarten CDP,100,36.8
MO,Weldon Spring city,98.3,2.7
MO,Weldon Spring Heights town,98.7,0
MO,Wellington city,90,11.5
MO,Wellston city,81,55.3
MO,Wellsville city,79.8,18
MO,Wentworth village,68.8,7.8
MO,Wentzville city,93.5,6.1
MO,West Alton city,76,15.2
MO,Westboro city,90.2,27.1
MO,West Line village,91.1,9
MO,Weston city,94.4,6.4
MO,Westphalia city,76.9,7.6
MO,West Plains city,86.4,26.7
MO,West Sullivan town,76.2,49.2
MO,Westwood village,99.5,2
MO,Wheatland city,67.8,26.3
MO,Wheaton city,86.7,20.5
MO,Wheeling city,87.5,26.9
MO,Whiteman AFB CDP,98.2,3.5
MO,Whiteside village,60,25
MO,Whitewater town,79.2,17.2
MO,Wilbur Park village,91.2,6.9
MO,Wildwood city,98.2,4.6
MO,Willard city,90.7,10.4
MO,Williamsville city,69.5,33.1
MO,Willow Springs city,83.3,29.3
MO,Wilson City village,42.9,74.5
MO,Winchester city,90.8,2.8
MO,Windsor city,88.2,13.7
MO,Windsor Place village,96.8,4.8
MO,Winfield city,83.5,23.9
MO,Winigan CDP,100,0
MO,Winona city,73,33.9
MO,Winston village,82.8,23
MO,Wood Heights city,94.8,6
MO,Woodson Terrace city,86.8,11.6
MO,Wooldridge village,100,14.3
MO,Worth village,74.2,22.6
MO,Wortham CDP,100,63.7
MO,Worthington village,90,39.6
MO,Wright City city,85.9,18.6
MO,Wyaconda city,86.5,26.1
MO,Wyatt city,68.1,28.4
MO,Zalma village,68.8,29.5
MT,Absarokee CDP,94,8.5
MT,Alberton town,94.7,19.8
MT,Alder CDP,95.3,8
MT,Alzada CDP,70,47.6
MT,Amsterdam CDP,83.6,3.2
MT,Anaconda-Deer Lodge County,90.9,17.3
MT,Antelope CDP,85.3,0
MT,Arlee CDP,90.7,22.7
MT,Ashland CDP,84.7,32.9
MT,Augusta CDP,90.8,6.7
MT,Avon CDP,91.8,20.3
MT,Azure CDP,78,45.5
MT,Babb CDP,100,53.7
MT,Bainville town,93.7,0
MT,Baker city,92.5,8.7
MT,Ballantine CDP,51.3,19
MT,Basin CDP,90,26.9
MT,Batavia CDP,86.9,29.2
MT,Bearcreek town,98.1,12.9
MT,Bear Dance CDP,100,2.3
MT,Beaver Creek CDP,93.8,12.8
MT,Belfry CDP,95.1,27.9
MT,Belgrade city,96.7,10
MT,Belknap CDP,100,0
MT,Belt town,93.7,23.3
MT,Biddle CDP,100,0
MT,Big Arm CDP,83.7,0
MT,Bigfork CDP,95.5,12
MT,Big Sandy town,94.5,16.1
MT,Big Sky CDP,93.9,12.8
MT,Big Timber city,93,13.6
MT,Billings city,92.8,12.8
MT,Birney CDP,90.9,81.5
MT,Black Eagle CDP,85.8,18
MT,Boneau CDP,85.5,60.4
MT,Bonner-West Riverside CDP,90.9,16.4
MT,Boulder city,89.7,23.3
MT,Box Elder CDP,89.5,43.4
MT,Boyd CDP,100,0
MT,Bozeman city,98.1,20.1
MT,Brady CDP,94.2,10.3
MT,Bridger town,91.7,11.7
MT,Bridger CDP,100,0
MT,Broadus town,89.6,9
MT,Broadview town,95.7,6.1
MT,Brockton town,92,26
MT,Browning town,85.8,43
MT,Busby CDP,76.9,56.6
MT,Butte-Silver Bow,90.9,20.1
MT,Butte-Silver Bow (balance),90.9,19.7
MT,Bynum CDP,79.5,0
MT,Camas CDP,87.5,48.6
MT,Camp Three CDP,100,9.9
MT,Cardwell CDP,100,0
MT,Carlton CDP,93.1,0
MT,Carter CDP,94.2,2.6
MT,Cascade town,87.5,12.1
MT,Charlo CDP,92.9,18.1
MT,Charlos Heights CDP,100,31.1
MT,Chester town,89.3,2.5
MT,Chinook city,90.4,15.2
MT,Choteau city,92.3,13.3
